# Seconds    Queue Density    Dynamic Density
0.199828	0.0622649	0.0622649
0.399656	0.0811336	0.0810866
0.599484	0.0994185	0.0993127
0.799313	0.103627	0.103376
0.999141	0.107048	0.106786
1.19897	0.109407	0.109102
1.3988	0.11132	0.110701
1.59863	0.112358	0.111849
1.79845	0.117621	0.116896
1.99828	0.121857	0.121109
2.19811	0.122833	0.111915
2.39794	0.123562	0.0969732
2.59777	0.124663	0.0904837
2.79759	0.125259	0.0853384
2.99742	0.126336	0.0846762
3.19725	0.125364	0.079668
3.39708	0.12529	0.0773795
3.59691	0.124816	0.0742562
3.79673	0.123965	0.0717913
3.99656	0.123436	0.0684761
4.19639	0.123362	0.0660974
4.39622	0.122371	0.0627312
4.59605	0.122363	0.0590202
4.79588	0.12377	0.0567551
4.9957	0.125004	0.0524876
5.19553	0.12643	0.0491763
5.39536	0.130173	0.0461863
5.59519	0.133606	0.04398
5.79502	0.15028	0.0541257
5.99484	0.168004	0.066987
6.19467	0.178534	0.072818
6.3945	0.177092	0.0765644
6.59433	0.180482	0.075232
6.79416	0.180893	0.0736567
6.99399	0.179878	0.0709684
7.19381	0.181465	0.0697066
7.39364	0.191137	0.0774226
7.59347	0.201835	0.0860634
7.7933	0.211851	0.0933131
7.99313	0.215119	0.0975335
8.19295	0.215578	0.0959073
8.39278	0.214963	0.0949511
8.59261	0.215284	0.0953743
8.79244	0.216793	0.0967811
8.99227	0.219571	0.0994616
9.19209	0.221417	0.101252
9.39192	0.223353	0.102197
9.59175	0.223482	0.10177
9.79158	0.22481	0.10135
9.99141	0.224873	0.100418
10.1912	0.223164	0.0999828
10.3911	0.220382	0.0971887
10.5909	0.216522	0.0927213
10.7907	0.213744	0.0893316
10.9905	0.210711	0.084637
11.1904	0.2087	0.0810396
11.3902	0.205236	0.0785002
11.59	0.203077	0.0738134
11.7899	0.200679	0.0699456
11.9897	0.198986	0.0669478
12.1895	0.198182	0.0648904
12.3893	0.196176	0.0606935
12.5892	0.195482	0.0570961
12.789	0.194718	0.0525621
12.9888	0.193347	0.0525582
13.1887	0.194232	0.04813
13.3885	0.194671	0.0436156
13.5883	0.195028	0.039595
13.7881	0.194511	0.0334112
13.988	0.195189	0.027055
14.1878	0.195181	0.0216824
14.3876	0.194483	0.0168545
14.5875	0.194428	0.0140683
14.7873	0.19513	0.0187002
14.9871	0.195569	0.0170191
15.1869	0.195451	0.0165763
15.3868	0.19558	0.0156985
15.5866	0.196607	0.0146835
15.7864	0.196008	0.0120031
15.9863	0.192003	0.00893081
16.1861	0.19252	0.00979685
16.3859	0.193147	0.0132218
16.5857	0.193449	0.0112585
16.7856	0.192206	0.00986739
16.9854	0.192152	0.00942849
17.1852	0.192728	0.00890338
17.385	0.193069	0.00849583
17.5849	0.192728	0.00799815
17.7847	0.192873	0.00714386
17.9845	0.19263	0.0095774
18.1844	0.192363	0.0086565
18.3842	0.192469	0.00819017
18.584	0.19	0.00558029
18.7838	0.188966	0.00451047
18.9837	0.189146	0.00436156
19.1835	0.189295	0.00487491
19.3833	0.188589	0.00381685
19.5832	0.188382	0.00318594
19.783	0.188923	0.00563907
19.9828	0.188883	0.00535692
20.1826	0.18893	0.00556069
20.3825	0.189295	0.00549799
20.5823	0.191434	0.00718305
20.7821	0.193308	0.00933836
20.982	0.195196	0.0100006
21.1818	0.19558	0.00932268
21.3816	0.195949	0.0118503
21.5814	0.195624	0.0117445
21.7813	0.195545	0.01138
21.9811	0.195898	0.0114897
22.1809	0.195345	0.0112037
22.3808	0.195071	0.0106903
22.5806	0.19513	0.00975375
22.7804	0.196795	0.00836651
22.9802	0.1985	0.0132453
23.1801	0.201854	0.015385
23.3799	0.200749	0.0141976
23.5797	0.198288	0.013261
23.7795	0.198222	0.012105
23.9794	0.198116	0.0111214
24.1792	0.198175	0.0107374
24.379	0.197822	0.0107178
24.5789	0.197818	0.010561
24.7787	0.198182	0.01167
24.9785	0.197461	0.0109881
25.1783	0.197626	0.0105414
25.3782	0.196744	0.010032
25.578	0.196356	0.00904054
25.7778	0.196615	0.00866434
25.9777	0.199064	0.0116426
26.1775	0.200267	0.0139194
26.3773	0.203861	0.0171171
26.5771	0.206369	0.0188139
26.777	0.208838	0.0212553
26.9768	0.211526	0.0236222
27.1766	0.2143	0.0270628
27.3765	0.221581	0.032843
27.5763	0.228866	0.0391678
27.7761	0.235077	0.0433726
27.9759	0.241751	0.0526326
28.1758	0.246889	0.0564495
28.3756	0.253433	0.0612186
28.5754	0.259456	0.0661444
28.7753	0.266094	0.0711212
28.9751	0.271643	0.0760941
29.1749	0.274567	0.0778419
29.3747	0.276859	0.0795544
29.5746	0.281354	0.0845076
29.7744	0.283454	0.0902094
29.9742	0.290539	0.0931641
30.1741	0.296884	0.0960914
30.3739	0.302625	0.0987444
30.5737	0.306046	0.0985485
30.7735	0.308985	0.0975845
30.9734	0.3123	0.0968713
31.1732	0.313323	0.0941517
31.373	0.314314	0.0938695
31.5728	0.316199	0.0906836
31.7727	0.319714	0.0898528
31.9725	0.322363	0.0879209
32.1723	0.324527	0.0838415
32.3722	0.326098	0.0799658
32.572	0.326251	0.0756435
32.7718	0.327082	0.0706902
32.9716	0.324374	0.0665637
33.1715	0.325506	0.062261
33.3713	0.331141	0.0631623
33.5711	0.344826	0.0710664
33.771	0.355724	0.0755024
33.9708	0.367449	0.0799776
34.1706	0.371363	0.077113
34.3704	0.373879	0.0736958
34.5703	0.376219	0.0699064
34.7701	0.383786	0.0710977
34.9699	0.386509	0.069201
35.1698	0.388022	0.0675434
35.3696	0.388927	0.0670066
35.5694	0.390746	0.0667009
35.7692	0.392333	0.0658584
35.9691	0.393163	0.0645573
36.1689	0.39495	0.0640205
36.3687	0.395605	0.0681116
36.5686	0.396937	0.0687739
36.7684	0.396906	0.0689855
36.9682	0.393708	0.0678217
37.168	0.392654	0.0674807
37.3679	0.38937	0.0669556
37.5677	0.386384	0.0704982
37.7675	0.384762	0.0741426
37.9673	0.379181	0.0782808
38.1672	0.384969	0.0851033
38.367	0.394504	0.0909853
38.5668	0.40209	0.094183
38.7667	0.411213	0.0960954
38.9665	0.417628	0.0936305
39.1663	0.423228	0.0902643
39.3661	0.429776	0.0877955
39.566	0.433323	0.0840844
39.7658	0.432888	0.0833555
39.9656	0.43868	0.0838375
40.1655	0.442022	0.082901
40.3653	0.44765	0.0851778
40.5651	0.453841	0.08729
40.7649	0.460715	0.0889202
40.9648	0.468297	0.0919141
41.1646	0.472487	0.092643
41.3644	0.481362	0.0977373
41.5643	0.488169	0.100527
41.7641	0.494247	0.101523
41.9639	0.49953	0.103361
42.1637	0.502959	0.102134
42.3636	0.505815	0.0985328
42.5634	0.507826	0.0933562
42.7632	0.507352	0.0861104
42.9631	0.505937	0.0823837
43.1629	0.507724	0.0759687
43.3627	0.514437	0.073641
43.5625	0.520232	0.0720421
43.7624	0.524492	0.0707098
43.9622	0.529618	0.0701415
44.162	0.535034	0.0695185
44.3618	0.539877	0.0692833
44.5617	0.544576	0.0690169
44.7615	0.543655	0.0701807
44.9613	0.546233	0.0703688
45.1612	0.549741	0.0711839
45.361	0.551194	0.0719794
45.5608	0.553706	0.0719128
45.7606	0.555094	0.0715797
45.9605	0.556634	0.0708626
46.1603	0.557492	0.0695577
46.3601	0.556328	0.0689934
46.56	0.558652	0.0686407
46.7598	0.558244	0.0660661
46.9596	0.559471	0.0638363
47.1594	0.56078	0.0606386
47.3593	0.56156	0.0587341
47.5591	0.562813	0.0564887
47.7589	0.562955	0.053867
47.9588	0.556449	0.0495368
48.1586	0.557731	0.0445874
